AHPS NAME,PROXIMITY,RIVER WATERBODY NAME,NWSLI,LOCATION TYPE,USGS ID,LATITUDE,LONGITUDE,WFO,RFC,STATE,HUC2,INUNDATION,ELEVATION,ACTION STAGE,FLOOD STAGE,MODERATE FLOOD STAGE,MAJOR FLOOD STAGE,FLOOD STAGE UNIT,COEID,HYDROGRAPH,PEDTS,IN SERVICE,LOW WATER THRESHOLD VALUE / UNITS,FORECAST STATUS,DISPLAY LOW WATER IMPACTS,LOW FLOW DISPLAY,GIVE DATA ATTRIBUTION,ATTRIBUTION WORDING,FEMA WMS,PROBABILISTIC SITE,WEEKLY CHANCE PROBABILISTIC ENABLED,SHORT-TERM PROBABILISTIC ENABLED,CHANCE OF EXCEEDING PROBABILISTIC ENABLED,NRLDB VERTICAL DATUM NAME,NRLDB VERTICAL DATUM,NAVD88 VERTICAL DATUM,NGVD29 VERTICAL DATUM,MSL VERTICAL DATUM,OTHER VERTICAL DATUM,COUNTY,TIME ZONE
Prescott,at,Mississippi River,PREW3,River Stage/Flow Location,US05344500,44.745833,-92.8,MPX,NCRFC,WI,Upper Mississippi Region,No,649.5,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=prew3,HGIRG,Yes,0 Feet,Data Point,No,No,Yes,US Geological Survey (05344500),Yes,No,N/A,N/A,N/A,1912,650,,649.5,,650.0,Pierce,America/Chicago
Goodland,near,Pumpkin River,PRGF1,River Stage/Flow Location,US255534081324000,25.931389,-81.544444,MFL,SERFC,FL,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mfl&gage=prgf1,HGIRG,Yes,0 Feet,No routine,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Collier,America/New_York
Prospect,at,Scioto River,PRGO1,Stage/Flow and Precipitation Location,US03219500,40.419504,-83.19714,CLE,OHRFC,OH,Ohio Region,No,,8,12,13.5,15,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=prgo1,HGIRG,Yes,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,886.06,886.06,,,,Marion,America/New_York
Hollofield,at,Patapsco River,PRHM2,River Stage/Flow Location,US01589000,39.310278,-76.7925,LWX,MARFC,MD,Mid Atlantic Region,No,,9,11,19,25,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=prhm2,HGIRG,Yes,,Data Point,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,NAVD88,186.9,,,,,Baltimore,America/New_York
Sumpter,near,Powder River (OR),PRHO3,River Stage/Flow Location,,44.686111,-118.100556,BOI,NWRFC,OR,Pacific Northwest Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=prho3,HGIRG,Yes,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,0,,,,,,America/Los_Angeles
Spalding,near,Potlatch River,PRII1,River Stage/Flow Location,US13341570,46.498611,-116.761944,OTX,NWRFC,ID,Pacific Northwest Region,No,845 ft,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=prii1,HGIRZ,Yes,2.8 Feet,Data Point,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,NGVD29,845,,845 ft,,,Nez Perce,America/Los_Angeles
Arlington Avenue in Indianapolis,at,Pleasant Run,PRII3,River Stage/Flow Location,US03353120,39.775833,-86.063889,IND,OHRFC,IN,Ohio Region,No,,6,8,10,13,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=prii3,HGIRG,Yes,0.1 CFS,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,779.45,779.45 ft,,,,Marion,America/New_York
Pride,near,Sandy Creek (SE LA),PRIL1,River Stage/Flow Location,US07377210,30.670556,-90.96,LIX,LMRFC,LA,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=pril1,HGIRG,Yes,0 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,0,,,,,East Baton Rouge Parish,America/Chicago
Prairie Hill,near,Chariton River,PRIM7,River Stage/Flow Location,US06905500,39.539944,-92.79075,EAX,MBRFC,MO,Missouri Region,No,,10,15,19,21,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=prim7,HGIRG,Yes,-9999 Feet,High Water,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,632.66,632.66 ft,,,,Chariton,America/Chicago
Riverhead (IN MLLW),at,Peconic River,PRIN6,River Stage/Flow Location,US01304562,40.917777,-72.638611,OKX,NERFC,NY,New England Region,No,,5.2,5.6,6.3,7.1,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=prin6,HMIRG,Yes,0 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Suffolk,America/New_York
Price,near,Mayo River,PRIN7,River Stage/Flow Location,US02070500,36.533889,-79.991389,RNK,SERFC,NC,South Atlantic-Gulf Region,No,,7,8,11,13,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=prin7,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD 1988,689.33,,,,,,America/New_York
Lake Milton at Pricetown,below,Mahoning River,PRIO1,River Stage/Flow Location,US03091500,41.131389,-80.971389,CLE,OHRFC,OH,Ohio Region,No,,0,8.1,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=prio1,HGIRG,Yes,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,904.77,,,,905,,America/New_York
Prilliman,,,PRIV2,Precipitation Location,,36.878749,-80.009965,RNK,SERFC,VA,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=priv2,,Yes,,,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Henry,America/New_York
Jenkins,near,Pine River,PRJM5,River Stage/Flow Location,,46.693611,-94.304167,DLH,NCRFC,MN,Upper Mississippi Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=dlh&gage=prjm5,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,Minnesota DNR 11015001,No,No,N/A,N/A,N/A,,,,,,,Crow Wing,America/Chicago
Painted Rock Lake,at,Gila River,PRKA3,River Stage/Flow Location,,33.066667,-113.016667,PSR,CBRFC,AZ,Lower Colorado Region,No,,550,661,0,705,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=prka3,HPIRG,Yes,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,534.74,,,,534.74 ft,Cochise,America/Phoenix
Park Rapids,near,Straight River,PRKM5,River Stage/Flow Location,US05243725,46.875000,-95.065556,FGF,NCRFC,MN,Upper Mississippi Region,No,1399.55 ft,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=prkm5,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,1400.48,1400.48 ft,1399.55 ft,,,Hubbard,America/Chicago
Perkinston,at,Red Creek,PRKM6,River Stage/Flow Location,US02479191,30.792361,-89.136083,MOB,SERFC,MS,Texas-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=prkm6,HGIRG,Yes,-9999 Feet,No routine,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,NAVD88,99,,,,,Stone,America/Chicago
Park South Dr,,,PRKN7,Precipitation Location,,35.140000,-80.8475,GSP,SERFC,NC,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=prkn7,,Yes,,,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Mecklenburg,America/New_York
Perkins,near,Cimarron River,PRKO2,River Stage/Flow Location,,35.959167,-97.0325,OUN,ABRFC,OK,Arkansas-White-Red Region,No,814.88,16,17,20,22,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=prko2,HGIRZ,Yes,-9999 Feet,High Water,No,No,No,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,815.24,815.24,814.88,,,Payne,America/Chicago
Paint Rock,at,Concho River,PRKT2,River Stage/Flow Location,US08136500,31.515833,-99.919167,SJT,WGRFC,TX,Texas-Gulf Region,No,1574.36 ft,24,26,29,33,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=prkt2,HGIRG,Yes,,High Water,No,No,Yes,US Geological Survey,No,Yes,Yes,Yes,Yes,USGS,1574.36,,1574.36 ft,,,,America/Chicago
Lowman,at,South Fork Payette River,PRLI1,River Stage/Flow Location,US13235000,44.085278,-115.622222,BOI,NWRFC,ID,Pacific Northwest Region,No,,7,7.5,8,9,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=prli1,HGIRG,Yes,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,3770,,,,3790 ft,,America/Denver
Patoka Lake,at,Patoka River,PRLI3,River Stage/Flow Location,US03374498,38.435000,-86.705556,LMK,OHRFC,IN,Ohio Region,No,0,546,548,548,553,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=prli3,HPIRG,Yes,-9999 Feet,Year-round,No,No,Yes,US Army Corps of Engineers,Yes,No,N/A,N/A,N/A,NGVD29,0,,0,,,Dubois,America/New_York
Avondale Street in Laurel,at,Patuxent River,PRLM2,Stage/Flow and Precipitation Location,,39.107605,-76.84547,LWX,MARFC,MD,Mid Atlantic Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=prlm2,HGIRR,Yes,-9999 Feet,Data Point,No,No,Yes,City of Laurel,No,No,N/A,N/A,N/A,,,,,,,Prince George's,America/New_York
Strongsville,at,East Branch Rocky River,PRLO1,River Stage/Flow Location,US04201484,41.334400,-81.8347,CLE,OHRFC,OH,Great Lakes Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=prlo1,HGIRG,Yes,0 Feet,Data Point,No,No,No,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,775.9,,,,,Cuyahoga,America/New_York
Purcell,at,Walnut Creek (OK),PRLO2,River Stage/Flow Location,US07229300,34.998961,-97.366973,OUN,ABRFC,OK,Arkansas-White-Red Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=prlo2,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,N/A,N/A,N/A,NAVD88,1015.61,1015.61,,,,McClain,America/Chicago
Telephone Road,above,Clear Creek,PRLT2,River Stage/Flow Location,US08076997,29.596800,-95.2972,HGX,WGRFC,TX,Texas-Gulf Region,No,,40.5,43.5,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=prlt2,HGIRG,Yes,0 Feet,High Water,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,NAVD 88,0,,,,,Harris,America/Chicago
Parleys,near,Parleys Creek,PRLU1,River Stage/Flow Location,,40.709444,-111.796667,SLC,CBRFC,UT,Great Basin Region,No,,0,0,0,0,KCFS,,https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=prlu1,QRIRR,Yes,-9999 Feet,Year-round,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,NGVD 1929,4719,,,,,Salt Lake,America/Denver
Promise City,near,South Fork Chariton River,PRMI4,Stage/Flow and Precipitation Location,US06903700,40.800561,-93.19243,DMX,MBRFC,IA,Missouri Region,No,,22,25,28,31,FT,NWK,https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=prmi4,HGIRV,Yes,-9999 Feet,High Water,Yes,Yes,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,913.7,,913.70 ft,,,Wayne,America/Chicago
Parma,above,West Creek,PRMO1,River Stage/Flow Location,US412141081412100,41.361389,-81.689167,CLE,OHRFC,OH,Great Lakes Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=prmo1,HGIRG,Yes,0 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,1046.32,,,,,Cuyahoga,America/New_York
Prompton,at,West Branch Lackawaxen River,PRMP1,River Stage/Flow Location,US01429000,41.583333,-75.333333,BGM,MARFC,PA,Mid Atlantic Region,No,,1205,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=prmp1,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,,0,,,,,Wayne,America/New_York
Umiat,near,Prince Creek,PRNA2,River Stage/Flow Location,,69.321667,-152.513611,PAFG3,APRFC,AK,Alaska Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pafg3&gage=prna2,HGIRG,No,-9999 Feet,No routine,No,No,Yes,USDI Bureau of Land Management,No,No,N/A,N/A,N/A,,,,,,,,America/Anchorage
9th Street in Laurel,at,Patuxent River,PRNM2,Stage/Flow and Precipitation Location,,39.110450,-76.857336,LWX,MARFC,MD,Mid Atlantic Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=prnm2,HGIRR,Yes,-9999 Feet,Data Point,No,No,Yes,City of Laurel,No,No,N/A,N/A,N/A,,,,,,,Prince George's,America/New_York
Princeton,near,Middle Branch Escanaba River,PRNM4,River Stage/Flow Location,US04058100,46.317222,-87.501944,MQT,NCRFC,MI,Great Lakes Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mqt&gage=prnm4,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,1103.02,1103.02 ft,,,,Marquette,America/New_York
Princeton 2WNW,near,West Branch Rum River,PRNM5,River Stage/Flow Location,,45.580833,-93.614444,MPX,NCRFC,MN,Upper Mississippi Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=prnm5,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,MN DNR (21040002) and MPCA,Yes,No,N/A,N/A,N/A,NAVD88,,,,,950.35,Mille Lacs,America/Chicago
Perintown,,,PRNO1,Precipitation Location,,39.144444,-84.242222,ILN,OHRFC,OH,New England Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=prno1,,Yes,,,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Clermont,America/New_York
Parque Ceremonial,at,Rio Portugues,PRNP4,River Stage/Flow Location,US50115240,18.041589,-66.621126,SJU,SERFC,PR,Caribbean Region,No,183,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=prnp4,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,No,No,N/A,N/A,N/A,NGVD29,183,,183,,,Ponce Municipio,America/Puerto_Rico
Pringle,near,Beaver Creek (SD),PRNS2,River Stage/Flow Location,US06402430,43.581372,-103.476584,UNR,MBRFC,SD,Missouri Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=prns2,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,4182,4182,,,,Custer,America/Denver
Perry,near,North Raccoon River (IA),PROI4,Stage/Flow and Precipitation Location,,41.835433,-94.132002,DMX,NCRFC,IA,Upper Mississippi Region,No,,14,15,18,20,FT,MVR,https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=proi4,HGIRG,Yes,-9999 Feet,High Water,Yes,Yes,Yes,US Army Corps of Engineers,Yes,Yes,Yes,Yes,Yes,NGVD29,909.41,,909.41 ft,,,Dallas,America/Chicago
US 12 Near Burr Oak MI,at,Prairie River (MI),PROM4,River Stage/Flow Location,US040975299,41.836389,-85.270833,IWX,NCRFC,MI,Great Lakes Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=prom4,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,USGS (040975299),Yes,No,N/A,N/A,N/A,NAVD88,867.06,867.06,,,,Branch,America/New_York
Old Crow River,below,Porcupine River,PROQ9,River Stage/Flow Location,,67.594722,-139.811111,PAFG4,APRFC,AK,Alaska Region,No,,49,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pafg4&gage=proq9,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,Water Survey of Canada,No,No,N/A,N/A,N/A,,623,,,,,,America/Los_Angeles
Prosperity,near,Bush River,PROS1,River Stage/Flow Location,US02167582,34.168611,-81.610556,CAE,SERFC,SC,South Atlantic-Gulf Region,No,,10,11,22,24,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=pros1,HGIRG,Yes,0 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NGVD 29,360,,,,,Newberry,America/New_York
Providence Church,,,PROV2,Precipitation Location,,36.882972,-79.945556,RNK,SERFC,VA,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=prov2,,Yes,,,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Henry,America/New_York
Prospect Reservoir,above,Tenmile River,PRPC3,River Stage/Flow Location,,41.502778,-72.946667,OKX,NERFC,CT,New England Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=prpc3,HGIRR,Yes,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,New Haven,America/New_York
Payette,at,Payette River,PRPI1,River Stage/Flow Location,US13251000,44.042222,-116.925278,BOI,NWRFC,ID,Pacific Northwest Region,No,2138.44 ft,11.5,12,12.8,14,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=prpi1,HGIRG,Yes,-9999 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD29,2138.44,,2138.44 ft,,,,America/Denver
Pleasure Ridge Park,near,Mill Creek (KY),PRPK2,River Stage/Flow Location,US03294550,38.177500,-85.866944,LMK,OHRFC,KY,Ohio Region,No,414.28,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=prpk2,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NGVD29,414.28,,414.28,,,Jefferson,America/New_York
Mile 1 at Pascagoula,at,Pascagoula River,PRPM6,River Stage/Flow Location,US02480212,30.367778,-88.563056,LIX,LMRFC,MS,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=prpm6,HGIRG,Yes,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,,,,,,,Jackson,America/Chicago
Tysons Corner (Pulte/McLean Regional Pond),near,Rocky Run,PRPV2,Stage/Flow and Precipitation Location,,38.937500,-77.241389,LWX,MARFC,VA,Mid Atlantic Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=prpv2,HPIRR,Yes,,Data Point,No,No,No,US Geological Survey,Yes,No,N/A,N/A,N/A,,,,,,,Fairfax,America/New_York
Perry Lake,at,Delaware River (KS),PRRK1,River Stage/Flow Location,US06890898,39.114167,-95.426111,TOP,MBRFC,KS,Missouri Region,No,,910,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=prrk1,HPIRG,Yes,-9999 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,0,,,,,Jefferson,America/Chicago
Park Rapids (CR115),near,Straight River,PRRM5,River Stage/Flow Location,US05243723,46.879220,-95.11922,FGF,NCRFC,MN,Souris-Red-Rainy Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=prrm5,HGIRG,Yes,-9999 Feet,Data Point,No,No,Yes,Minnesota DNR,No,No,N/A,N/A,N/A,NGVD29,0,,,0.00 ft,,Hubbard,America/Chicago
Richland,near,Powder River (OR),PRRO3,River Stage/Flow Location,,44.777778,-117.291667,BOI,NWRFC,OR,Pacific Northwest Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=prro3,HGIRG,Yes,-9999 Feet,Data Point,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,,America/Los_Angeles
Beltzville Lake at Parryville,below,Pohopoco Creek,PRRP1,River Stage/Flow Location,US01449800,40.845556,-75.646111,PHI,MARFC,PA,Mid Atlantic Region,No,,4.5,5.5,6,7,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=prrp1,HGIRG,Yes,0 Feet,Data Point,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NGVD29,492.05,,,,492.05 ft,,America/New_York
Smithfield,above,Price Run,PRRW2,River Stage/Flow Location,,39.499167,-80.563333,PBZ,OHRFC,WV,Ohio Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=prrw2,HGIRR,Yes,,Data Point,No,No,No,US Geological Survey,Yes,No,N/A,N/A,N/A,,,,,,,Wetzel,America/New_York
Park Reservoir near Big Horn,at,East Fork Big Goose Creek,PRRW4,River Stage/Flow Location,,44.569400,-107.2119,BYZ,MBRFC,WY,Missouri Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=prrw4,HPIRG,Yes,-9999 Feet,No routine,No,No,Yes,Wyoming State Engineers Office,No,No,N/A,N/A,N/A,,,,,,,Sheridan,America/Denver
Preston (SR 41),at,Kinchafoonee Creek,PRSG1,River Stage/Flow Location,US02350600,32.052500,-84.548333,TAE,SERFC,GA,South Atlantic-Gulf Region,No,337.7 ft,5,7,10.5,14,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=prsg1,HGIRG,Yes,1.35 Feet,High Water,No,Yes,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NGVD 29,337.7,,337.7 ft,,,Webster,America/New_York
Paris,at,Stoner Creek,PRSK2,River Stage/Flow Location,US03251900,38.205000,-84.238056,LMK,OHRFC,KY,Ohio Region,No,773.16,16,18,22,25,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=prsk2,HGIRG,Yes,,High Water,No,No,Yes,Paris Water Plant,Yes,No,N/A,N/A,N/A,NAVD88,772.57,772.57,773.16,,,Bourbon,America/New_York
Paris Road Bridge near Michoud,at,Gulf Intracoastal Waterway,PRSL1,River Stage/Flow Location,,30.011667,-89.9375,LIX,LMRFC,LA,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=prsl1,HGIRG,Yes,-9999 Feet,No routine,No,No,Yes,U. S. Army Corps of Engineers,No,No,N/A,N/A,N/A,NAVD88,,,,,,Orleans Parish,America/Chicago
Saratt,near,Pacolet River,PRSS1,River Stage/Flow Location,,34.873333,-81.531667,GSP,SERFC,SC,South Atlantic-Gulf Region,No,,20,30,45,50,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=prss1,HGIRG,Yes,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,,300,,,,,Union,America/New_York
Presidio International Bridge,at,Rio Grande,PRST2,Stage/Flow and Precipitation Location,US08373500,29.557778,-104.393611,MAF,WGRFC,TX,Rio Grande Region,No,,12,15.5,20,22.9,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=prst2,HGIRG,Yes,-9999 Feet,High Water,No,No,Yes,Intl Boundary & Water Commission,Yes,No,N/A,N/A,N/A,NGVD29,2556.42,,,,2549.86 ft,Presidio,America/Chicago
Portland,at,Arkansas River,PRTC2,River Stage/Flow Location,US07097000,38.388334,-105.016096,PUB,ABRFC,CO,Arkansas-White-Red Region,No,5021.59 ft,7,9,10,11,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=prtc2,HGIRG,Yes,-9999 Feet,High Water,No,No,Yes,Division of Water Resources,Yes,Yes,Yes,Yes,Yes,NGVD29,5021.59,,5021.59 ft,,,Fremont,America/Denver
Priest River,near,Priest River,PRTI1,River Stage/Flow Location,US12395000,48.488000,-116.9085,OTX,NWRFC,ID,Pacific Northwest Region,No,2090 ft,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=prti1,HGIRG,Yes,0 Feet,Year-round,No,No,Yes,US Geological Survey,Yes,Yes,Yes,Yes,Yes,NAVD88,2438,,2090 ft,,,Bonner,America/Los_Angeles
Porter,at,East Arm Little Calumet River,PRTI3,River Stage/Flow Location,US04094000,41.621667,-87.086944,LOT,NCRFC,IN,Upper Mississippi Region,No,,7,8,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=prti3,HGIRG,Yes,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NGVD 1929,603.48,,,,,Porter,America/Chicago
Pruitt Road,,,PRTK2,Precipitation Location,,38.034727,-84.010787,JKL,OHRFC,KY,New England Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=prtk2,,Yes,0 Feet,No routine,No,No,No,US Geological Survey,No,No,N/A,N/A,N/A,,,,,,,Montgomery,America/New_York
Navigational Canal #3 near Sun,above,Pearl River,PRTL1,River Stage/Flow Location,US02490200,30.638056,-89.868056,LIX,LMRFC,LA,South Atlantic-Gulf Region,No,,0,0,0,0,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=prtl1,HGIRG,Yes,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NAVD88,33.98,,,,,St. Tammany Parish,America/Chicago
Portageville,at,Genesee River,PRTN6,River Stage/Flow Location,US04223000,42.570278,-78.042222,BUF,NERFC,NY,Great Lakes Region,No,1080.00,17,19,25,29,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=prtn6,HGIRG,Yes,-9999 Feet,Year-round,No,No,Yes,U.S. Geological Survey,No,Yes,Yes,Yes,Yes,NAVD88,1079.72,1079.72,1080.00,,,,America/New_York
Prentiss,near,Little Tennessee River,PRTN7,River Stage/Flow Location,US03500000,35.150000,-83.379722,GSP,LMRFC,NC,South Atlantic-Gulf Region,No,,8,15,17,25,FT,,https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=prtn7,HGIRG,Yes,-9999 Feet,No routine,No,No,Yes,US Geological Survey,Yes,No,N/A,N/A,N/A,NGVD29,2008.39,,,,,Macon,America/New_York
